companyid,transcriptid,mostimportantdateutc,headline,transcriptcollectiontypename,transcriptpresentationtypename,transcriptcreationdate_utc,audiolengthsec,priority,call_quarter,call_year,gvkey,companyname
25941,2603774,2022-07-25,"Cadence Design Systems, Inc., Q2 2022 Earnings Call, Jul 25, 2022",Edited Copy,Final,2022-07-26,3371,0,2.0,2022.0,013421,"Cadence Design Systems, Inc."
25941,2661744,2022-10-24,"Cadence Design Systems, Inc., Q3 2022 Earnings Call, Oct 24, 2022",Edited Copy,Final,2022-10-25,3987,0,3.0,2022.0,013421,"Cadence Design Systems, Inc."
26642,1436509,2018-04-24,"The Coca-Cola Company, Q1 2018 Earnings Call, Apr 24, 2018",Audited Copy,Final,2018-04-25,3542,0,1.0,2018.0,003144,The Coca-Cola Company
26642,1508423,2018-07-25,"The Coca-Cola Company, Q2 2018 Earnings Call, Jul 25, 2018",Audited Copy,Final,2018-07-26,3542,0,2.0,2018.0,003144,The Coca-Cola Company
26642,1587491,2018-10-30,"The Coca-Cola Company, Q3 2018 Earnings Call, Oct 30, 2018",Audited Copy,Final,2018-11-01,3509,0,3.0,2018.0,003144,The Coca-Cola Company
26642,1659217,2019-02-14,"The Coca-Cola Company, Q4 2018 Earnings Call, Feb 14, 2019",Audited Copy,Final,2019-02-16,3474,0,4.0,2018.0,003144,The Coca-Cola Company
26642,1703080,2019-04-23,"The Coca-Cola Company, Q1 2019 Earnings Call, Apr 23, 2019",Audited Copy,Final,2019-04-24,3406,0,1.0,2019.0,003144,The Coca-Cola Company
26642,1776851,2019-07-23,"The Coca-Cola Company, Q2 2019 Earnings Call, Jul 23, 2019",Audited Copy,Final,2019-07-24,3574,0,2.0,2019.0,003144,The Coca-Cola Company
26642,1837302,2019-10-18,"The Coca-Cola Company, Q3 2019 Earnings Call, Oct 18, 2019",Audited Copy,Final,2019-10-23,3429,0,3.0,2019.0,003144,The Coca-Cola Company
26642,1900110,2020-01-30,"The Coca-Cola Company, Q4 2019 Earnings Call, Jan 30, 2020",Audited Copy,Final,2020-02-05,3510,0,4.0,2019.0,003144,The Coca-Cola Company
26642,2012995,2020-04-21,"The Coca-Cola Company, Q1 2020 Earnings Call, Apr 21, 2020",Audited Copy,Final,2020-06-10,4171,0,1.0,2020.0,003144,The Coca-Cola Company
26642,2075241,2020-07-21,"The Coca-Cola Company, Q2 2020 Earnings Call, Jul 21, 2020",Audited Copy,Final,2020-08-17,4376,0,2.0,2020.0,003144,The Coca-Cola Company
26642,2147892,2020-10-22,"The Coca-Cola Company, Q3 2020 Earnings Call, Oct 22, 2020",Proofed Copy,Final,2020-11-19,4270,0,3.0,2020.0,003144,The Coca-Cola Company
26642,2244096,2021-02-10,"The Coca-Cola Company, Q4 2020 Earnings Call, Feb 10, 2021",Proofed Copy,Final,2021-03-27,3678,0,4.0,2020.0,003144,The Coca-Cola Company
26642,2253190,2021-04-19,"The Coca-Cola Company, Q1 2021 Earnings Call, Apr 19, 2021",Edited Copy,Final,2021-04-19,3997,0,1.0,2021.0,003144,The Coca-Cola Company
26642,2639131,2021-07-21,"The Coca-Cola Company, Q2 2021 Earnings Call, Jul 21, 2021",Audited Copy,Final,2022-08-28,3893,0,2.0,2021.0,003144,The Coca-Cola Company
26642,3082900,2021-10-27,"The Coca-Cola Company, Q3 2021 Earnings Call, Oct 27, 2021",Audited Copy,Final,2024-04-10,3870,0,3.0,2021.0,003144,The Coca-Cola Company
26642,2490636,2022-02-10,"The Coca-Cola Company, Q4 2021 Earnings Call, Feb 10, 2022",Edited Copy,Final,2022-02-10,3861,0,4.0,2021.0,003144,The Coca-Cola Company
26642,2594423,2022-04-25,"The Coca-Cola Company, Q1 2022 Earnings Call, Apr 25, 2022",Audited Copy,Final,2022-06-30,3651,0,1.0,2022.0,003144,The Coca-Cola Company
26642,2604563,2022-07-26,"The Coca-Cola Company, Q2 2022 Earnings Call, Jul 26, 2022",Edited Copy,Final,2022-07-26,3685,0,2.0,2022.0,003144,The Coca-Cola Company
26642,2662185,2022-10-25,"The Coca-Cola Company, Q3 2022 Earnings Call, Oct 25, 2022",Edited Copy,Final,2022-10-25,3857,0,3.0,2022.0,003144,The Coca-Cola Company
27862,1439711,2018-04-25,"eBay Inc., Q1 2018 Earnings Call, Apr 25, 2018",Audited Copy,Final,2018-04-27,2778,0,1.0,2018.0,114524,eBay Inc.
27862,1502927,2018-07-18,"eBay Inc., Q2 2018 Earnings Call, Jul 18, 2018",Proofed Copy,Final,2018-07-19,3296,0,2.0,2018.0,114524,eBay Inc.
27862,1592129,2018-10-30,"eBay Inc., Q3 2018 Earnings Call, Oct 30, 2018",Audited Copy,Final,2018-11-06,3498,0,3.0,2018.0,114524,eBay Inc.
27862,1643516,2019-01-29,"eBay Inc., Q4 2018 Earnings Call, Jan 29, 2019",Audited Copy,Final,2019-01-31,3572,0,4.0,2018.0,114524,eBay Inc.
27862,1704069,2019-04-23,"eBay Inc., Q1 2019 Earnings Call, Apr 23, 2019",Audited Copy,Final,2019-04-24,3092,0,1.0,2019.0,114524,eBay Inc.
27862,1773643,2019-07-17,"eBay Inc., Q2 2019 Earnings Call, Jul 17, 2019",Proofed Copy,Final,2019-07-19,3221,0,2.0,2019.0,114524,eBay Inc.
27862,1837615,2019-10-23,"eBay Inc., Q3 2019 Earnings Call, Oct 23, 2019",Edited Copy,Final,2019-10-24,3387,0,3.0,2019.0,114524,eBay Inc.
27862,1897946,2020-01-28,"eBay Inc., Q4 2019 Earnings Call, Jan 28, 2020",Proofed Copy,Final,2020-02-01,3535,0,4.0,2019.0,114524,eBay Inc.
27862,2019549,2020-04-29,"eBay Inc., Q1 2020 Earnings Call, Apr 29, 2020",Audited Copy,Final,2020-06-17,3458,0,1.0,2020.0,114524,eBay Inc.
27862,2078226,2020-07-28,"eBay Inc., Q2 2020 Earnings Call, Jul 28, 2020",Proofed Copy,Final,2020-08-19,3541,0,2.0,2020.0,114524,eBay Inc.
27862,2153711,2020-10-28,"eBay Inc., Q3 2020 Earnings Call, Oct 28, 2020",Proofed Copy,Final,2020-11-26,3581,0,3.0,2020.0,114524,eBay Inc.
27862,2190536,2021-02-03,"eBay Inc., Q4 2020 Earnings Call, Feb 03, 2021",Edited Copy,Final,2021-02-04,3539,0,4.0,2020.0,114524,eBay Inc.
27862,2262008,2021-04-28,"eBay Inc., Q1 2021 Earnings Call, Apr 28, 2021",Edited Copy,Final,2021-04-29,3610,0,1.0,2021.0,114524,eBay Inc.
27862,2374281,2021-08-11,"eBay Inc., Q2 2021 Earnings Call, Aug 11, 2021",Edited Copy,Final,2021-08-12,3729,0,2.0,2021.0,114524,eBay Inc.
27862,2414918,2021-10-27,"eBay Inc., Q3 2021 Earnings Call, Oct 27, 2021",Edited Copy,Final,2021-10-28,3703,0,3.0,2021.0,114524,eBay Inc.
27862,2504352,2022-02-23,"eBay Inc., Q4 2021 Earnings Call, Feb 23, 2022",Edited Copy,Final,2022-02-24,3636,0,4.0,2021.0,114524,eBay Inc.
27862,2553621,2022-05-04,"eBay Inc., Q1 2022 Earnings Call, May 04, 2022",Edited Copy,Final,2022-05-05,3626,0,1.0,2022.0,114524,eBay Inc.
27862,2614786,2022-08-03,"eBay Inc., Q2 2022 Earnings Call, Aug 03, 2022",Edited Copy,Final,2022-08-04,3604,0,2.0,2022.0,114524,eBay Inc.
27862,2672834,2022-11-02,"eBay Inc., Q3 2022 Earnings Call, Nov 02, 2022",Edited Copy,Final,2022-11-03,4457,0,3.0,2022.0,114524,eBay Inc.
28606,1451301,2018-05-03,"FMC Corporation, Q1 2018 Earnings Call, May 03, 2018",Audited Copy,Final,2018-05-06,3892,0,1.0,2018.0,004510,FMC Corporation
28606,1533229,2018-08-02,"FMC Corporation, Q2 2018 Earnings Call, Aug 02, 2018",Audited Copy,Final,2018-08-14,3694,0,2.0,2018.0,004510,FMC Corporation
28606,1611257,2018-11-06,"FMC Corporation, Q3 2018 Earnings Call, Nov 06, 2018",Audited Copy,Final,2018-11-20,3606,0,3.0,2018.0,004510,FMC Corporation
28606,1656004,2019-02-12,"FMC Corporation, Q4 2018 Earnings Call, Feb 12, 2019",Audited Copy,Final,2019-02-14,3684,0,4.0,2018.0,004510,FMC Corporation
28606,1736792,2019-05-07,"FMC Corporation, Q1 2019 Earnings Call, May 07, 2019",Audited Copy,Final,2019-05-15,3635,0,1.0,2019.0,004510,FMC Corporation
28606,1791531,2019-07-31,"FMC Corporation, Q2 2019 Earnings Call, Jul 31, 2019",Audited Copy,Final,2019-08-05,3806,0,2.0,2019.0,004510,FMC Corporation
28606,1849550,2019-10-30,"FMC Corporation, Q3 2019 Earnings Call, Oct 30, 2019",Audited Copy,Final,2019-11-01,3761,0,3.0,2019.0,004510,FMC Corporation
28606,1904598,2020-02-06,"FMC Corporation, Q4 2019 Earnings Call, Feb 06, 2020",Audited Copy,Final,2020-02-11,3722,0,4.0,2019.0,004510,FMC Corporation
28606,2004316,2020-05-06,"FMC Corporation, Q1 2020 Earnings Call, May 06, 2020",Audited Copy,Final,2020-06-02,3856,0,1.0,2020.0,004510,FMC Corporation
28606,2097844,2020-08-05,"FMC Corporation, Q2 2020 Earnings Call, Aug 05, 2020",Proofed Copy,Final,2020-09-15,3749,0,2.0,2020.0,004510,FMC Corporation
28606,2157579,2020-11-03,"FMC Corporation, Q3 2020 Earnings Call, Nov 03, 2020",Proofed Copy,Final,2020-12-03,3608,0,3.0,2020.0,004510,FMC Corporation
28606,2202939,2021-02-10,"FMC Corporation, Q4 2020 Earnings Call, Feb 10, 2021",Edited Copy,Final,2021-02-10,3779,0,4.0,2020.0,004510,FMC Corporation
28606,2273101,2021-05-06,"FMC Corporation, Q1 2021 Earnings Call, May 06, 2021",Edited Copy,Final,2021-05-06,3228,0,1.0,2021.0,004510,FMC Corporation
28606,2362540,2021-08-04,"FMC Corporation, Q2 2021 Earnings Call, Aug 04, 2021",Edited Copy,Final,2021-08-04,3539,0,2.0,2021.0,004510,FMC Corporation
28606,2423036,2021-11-03,"FMC Corporation, Q3 2021 Earnings Call, Nov 03, 2021",Edited Copy,Final,2021-11-03,3370,0,3.0,2021.0,004510,FMC Corporation
28606,2494581,2022-02-09,"FMC Corporation, Q4 2021 Earnings Call, Feb 09, 2022",Proofed Copy,Final,2022-02-15,3606,0,4.0,2021.0,004510,FMC Corporation
28606,2551228,2022-05-03,"FMC Corporation, Q1 2022 Earnings Call, May 03, 2022",Edited Copy,Final,2022-05-03,3549,0,1.0,2022.0,004510,FMC Corporation
28606,2613705,2022-08-03,"FMC Corporation, Q2 2022 Earnings Call, Aug 03, 2022",Edited Copy,Final,2022-08-03,3747,0,2.0,2022.0,004510,FMC Corporation
28606,2672033,2022-11-02,"FMC Corporation, Q3 2022 Earnings Call, Nov 02, 2022",Edited Copy,Final,2022-11-02,3546,0,3.0,2022.0,004510,FMC Corporation
29726,1442503,2018-04-24,"Biogen Inc., Q1 2018 Earnings Call, Apr 24, 2018",Audited Copy,Final,2018-04-30,3855,0,1.0,2018.0,024468,Biogen Inc.
29726,1506230,2018-07-24,"Biogen Inc., Q2 2018 Earnings Call, Jul 24, 2018",Edited Copy,Final,2018-07-24,3625,0,2.0,2018.0,024468,Biogen Inc.
29726,1574904,2018-10-23,"Biogen Inc., Q3 2018 Earnings Call, Oct 23, 2018",Edited Copy,Final,2018-10-23,3845,0,3.0,2018.0,024468,Biogen Inc.
29726,1643447,2019-01-29,"Biogen Inc., Q4 2018 Earnings Call, Jan 29, 2019",Audited Copy,Final,2019-01-31,4111,0,4.0,2018.0,024468,Biogen Inc.
29726,1704769,2019-04-24,"Biogen Inc., Q1 2019 Earnings Call, Apr 24, 2019",Audited Copy,Final,2019-04-25,4258,0,1.0,2019.0,024468,Biogen Inc.
29726,1828933,2019-07-23,"Biogen Inc., Q2 2019 Earnings Call, Jul 23, 2019",Audited Copy,Final,2019-09-26,3980,0,2.0,2019.0,024468,Biogen Inc.
29726,1836386,2019-10-22,"Biogen Inc., Q3 2019 Earnings Call, Oct 22, 2019",Proofed Copy,Final,2019-10-23,4867,0,3.0,2019.0,024468,Biogen Inc.
29726,1903011,2020-01-30,"Biogen Inc., Q4 2019 Earnings Call, Jan 30, 2020",Audited Copy,Final,2020-02-07,4097,0,4.0,2019.0,024468,Biogen Inc.
29726,3284729,2020-04-22,"Biogen Inc., Q1 2020 Earnings Call, Apr 22, 2020",Audited Copy,Final,2024-10-17,4317,0,1.0,2020.0,024468,Biogen Inc.
29726,2083426,2020-07-22,"Biogen Inc., Q2 2020 Earnings Call, Jul 22, 2020",Audited Copy,Final,2020-08-25,4392,0,2.0,2020.0,024468,Biogen Inc.
29726,2165379,2020-10-21,"Biogen Inc., Q3 2020 Earnings Call, Oct 21, 2020",Proofed Copy,Final,2021-01-05,3774,0,3.0,2020.0,024468,Biogen Inc.
29726,2239722,2021-02-03,"Biogen Inc., Q4 2020 Earnings Call, Feb 03, 2021",Proofed Copy,Final,2021-03-18,4008,0,4.0,2020.0,024468,Biogen Inc.
29726,2255485,2021-04-22,"Biogen Inc., Q1 2021 Earnings Call, Apr 22, 2021",Edited Copy,Final,2021-04-22,3661,0,1.0,2021.0,024468,Biogen Inc.
29726,2384573,2021-07-22,"Biogen Inc., Q2 2021 Earnings Call, Jul 22, 2021",Proofed Copy,Final,2021-08-24,4511,0,2.0,2021.0,024468,Biogen Inc.
29726,2408046,2021-10-20,"Biogen Inc., Q3 2021 Earnings Call, Oct 20, 2021",Edited Copy,Final,2021-10-20,3979,0,3.0,2021.0,024468,Biogen Inc.
29726,2484105,2022-02-03,"Biogen Inc., Q4 2021 Earnings Call, Feb 03, 2022",Edited Copy,Final,2022-02-03,3966,0,4.0,2021.0,024468,Biogen Inc.
29726,2589327,2022-05-03,"Biogen Inc., Q1 2022 Earnings Call, May 03, 2022",Proofed Copy,Final,2022-06-14,3737,0,1.0,2022.0,024468,Biogen Inc.
29726,2601509,2022-07-20,"Biogen Inc., Q2 2022 Earnings Call, Jul 20, 2022",Edited Copy,Final,2022-07-20,3865,0,2.0,2022.0,024468,Biogen Inc.
29726,2662363,2022-10-25,"Biogen Inc., Q3 2022 Earnings Call, Oct 25, 2022",Edited Copy,Final,2022-10-25,3965,0,3.0,2022.0,024468,Biogen Inc.
29753,1435435,2018-04-24,"Illumina, Inc., Q1 2018 Earnings Call, Apr 24, 2018",Edited Copy,Final,2018-04-25,3892,0,1.0,2018.0,138205,"Illumina, Inc."
29753,1555706,2018-07-30,"Illumina, Inc., Q2 2018 Earnings Call, Jul 30, 2018",Audited Copy,Final,2018-09-14,3758,0,2.0,2018.0,138205,"Illumina, Inc."
